,Valor,Tipo,Endereco,Iptu,Condominio,m2,quartos,vagas
644,385000,Apartamento, Padre Eustáquio ,0,500,62,2,2
645,698000,Casa, Ipiranga ,0,117,160,3,3
646,760000,Apartamento, Gutierrez ,0,600,60,2,2
647,420000,Apartamento, Graça ,0,587,98,3,2
648,190000,Apartamento, Santa Branca ,0,269,45,2,1
649,670000,Apartamento, Prado ,0,747,75,3,1
650,695000,Apartamento, Castelo ,0,751,128,3,3
651,190000,Apartamento, Camargos ,0,420,52,2,0
652,670000,Apartamento, Belo Horizonte - Mg,0,1134,105,3,2
653,615000,Apartamento, Serra ,0,950,54,2,2
654,399000,Apartamento, Santo Antônio ,0,551,95,3,1
655,400000,Apartamento, Salgado Filho ,0,488,100,3,1
656,690000,Apartamento, Prado ,0,772,74,3,2
657,339000,Apartamento, Prado ,0,400,76,3,0
658,460000,Apartamento, Ouro Preto ,0,584,67,2,1
659,460000,Apartamento, Cruzeiro ,0,524,42,1,1
660,930000,Apartamento, Horto Florestal ,0,1100,170,4,3
661,290000,Apartamento, Vila Cloris ,0,160,60,2,1
662,720000,Apartamento, Vila Paris ,0,1383,169,3,2
663,650000,Apartamento, Santo Antônio ,0,614,180,4,1
664,450000,Apartamento, Nova Granada ,0,563,80,3,1
665,550000,Apartamento, Centro ,0,933,86,1,1
666,480000,Apartamento, Havaí ,0,600,100,3,2
667,490000,Apartamento, Ouro Preto ,0,529,133,3,2
668,450000,Apartamento, Candelária ,0,475,72,3,2
669,750000,Apartamento, Estoril ,0,867,80,3,2
670,470000,Apartamento, Centro ,0,571,37,1,1
671,470000,Apartamento, Centro ,0,569,37,1,1
672,460000,Apartamento, Serra ,0,773,84,3,2
673,850000,Apartamento, Serra ,0,1000,103,3,2
674,385000,Apartamento, Prado ,0,430,110,3,0
675,890000,Apartamento, Sagrada Família ,0,545,174,3,2
676,350000,Casa, Renascença ,0,71,99,2,1
677,280000,Apartamento, Nova Floresta ,0,601,65,2,1
678,550000,Apartamento, Castelo ,0,429,118,3,2
679,925000,Apartamento, Buritis ,0,1384,110,4,2
680,525000,Apartamento, União ,0,300,62,2,2
681,635000,Apartamento, Buritis ,0,1125,85,3,2
682,635000,Apartamento, Sion ,0,1225,80,2,1
683,1150000,Apartamento, Coração Eucarístico ,0,1080,152,3,3
684,430000,Apartamento, Cidade Nova ,0,517,84,3,1
685,679000,Apartamento, Paquetá ,0,1280,126,3,2
686,285000,Apartamento, Vila São Gabriel ,0,291,50,2,1
687,425000,Apartamento, Lourdes ,0,590,33,1,1
688,329000,Apartamento, Álvaro Camargos ,0,317,60,2,1
689,580000,Apartamento, Padre Eustáquio ,0,450,110,3,1
690,239000,Apartamento, Manacás ,0,235,50,2,1
691,620000,Apartamento, Cidade Nova ,0,500,172,3,3
692,360000,Apartamento, Padre Eustáquio ,0,540,75,2,2
693,200000,Apartamento, Califórnia ,0,150,55,2,1
694,680000,Apartamento, Coração Eucarístico ,0,610,76,3,2
695,690000,Apartamento, Boa Viagem ,0,775,50,1,2
696,520000,Apartamento, Anchieta ,0,692,95,3,1
697,650000,Apartamento, Lourdes ,0,865,115,3,0
698,430000,Apartamento, Santa Cruz ,0,0,70,3,3
699,570000,Apartamento, Sagrada Família ,0,740,86,3,2
700,545000,Apartamento, Centro ,0,576,54,1,1
701,550000,Apartamento, Sion ,0,533,100,3,1
702,710000,Casa, Esplanada ,0,0,112,3,2
703,699000,Apartamento, Castelo ,0,450,106,4,2
704,250000,Casa em condomínio, São Gabriel ,0,171,58,2,1
705,300000,Apartamento, Padre Eustáquio ,0,492,70,2,1
706,395000,Apartamento, Buritis ,0,572,60,2,2
707,495000,Apartamento, São Lucas ,0,518,180,4,2
708,320000,Apartamento, Ana Lúcia ,0,403,70,2,1
709,725000,Apartamento, Monsenhor Messias ,0,767,105,3,2
710,150000,Apartamento, Juliana ,0,155,50,2,1
711,949000,Apartamento, Santo Agostinho ,0,1141,67,2,1
712,300000,Apartamento, Vila Cloris ,0,350,115,3,2
713,295000,Apartamento, Aparecida ,0,308,83,3,1
714,780000,Apartamento, Ipiranga ,0,634,170,3,2
715,280000,Apartamento, Alto dos Pinheiros ,0,392,70,2,1
716,230000,Apartamento, Coqueiros ,0,100,55,3,1
717,1099000,Apartamento, Lourdes ,0,1100,113,2,1
718,500000,Apartamento, Ouro Preto ,0,575,92,2,2
719,550000,Apartamento, Cidade Nova ,0,518,104,3,2
720,195000,Apartamento, Lugar Denominado Coqueiros ,0,362,55,2,1
721,949000,Apartamento, Santo Agostinho ,0,1141,67,2,1
722,300000,Apartamento, Vila Cloris ,0,350,115,3,2
723,780000,Apartamento, Ipiranga ,0,634,170,3,2
724,460000,Apartamento, Gutierrez ,0,430,96,3,1
725,280000,Apartamento, Alto dos Pinheiros ,0,392,70,2,1
726,1099000,Apartamento, Lourdes ,0,1100,113,2,1
727,500000,Apartamento, Ouro Preto ,0,575,92,2,2
728,550000,Apartamento, Cidade Nova ,0,518,104,3,2
729,680000,Apartamento, Castelo ,0,600,100,3,2
730,400000,Apartamento, Luxemburgo ,0,600,80,3,2
731,185000,Apartamento, Guarujá ,0,2,45,2,1
732,450000,Apartamento, Palmeiras ,0,529,88,2,2
733,350000,Casa, Alto dos Pinheiros ,0,0,80,2,1
734,285000,Apartamento, Santa Mônica ,0,463,60,2,1
735,780000,Apartamento, Castelo ,0,594,85,3,2
736,700000,Apartamento, Floresta ,0,950,76,3,2
737,750000,Apartamento, Grajaú ,0,985,155,3,2
738,390000,Apartamento, Alto Barroca ,0,563,95,3,1
739,370000,Apartamento, Castelo ,0,584,53,2,1
740,290000,Apartamento, Juliana ,0,317,44,2,1
741,440000,Apartamento, Manacás ,0,333,61,2,2
742,360000,Apartamento, Palmeiras ,0,558,74,2,1
743,185000,Apartamento, Camargos ,0,150,49,2,1
744,169000,Apartamento, Juliana ,0,274,48,2,1
745,400000,Apartamento, Salgado Filho ,0,605,55,2,1
746,720000,Apartamento, Lourdes ,0,684,125,3,2
747,1100000,Apartamento, Buritis ,0,1525,117,4,3
748,1235000,Apartamento, São Pedro ,0,1000,110,3,2
749,690000,Apartamento, Anchieta ,0,750,200,3,1
750,580000,Apartamento, Nova Suíça ,0,760,65,3,2
751,450000,Apartamento, Carlos Prates ,0,948,70,3,2
752,550000,Apartamento, Itapoã ,0,460,170,3,1
753,295000,Apartamento, Salgado Filho ,0,194,66,2,1
754,340000,Apartamento, Nova Suíça ,0,770,65,2,1
755,450000,Apartamento, Serra ,0,530,112,3,2
756,400000,Apartamento, Salgado Filho ,0,605,55,2,1
757,720000,Apartamento, Lourdes ,0,684,125,3,2
758,480000,Apartamento, Colégio Batista ,0,627,66,3,2
759,1235000,Apartamento, São Pedro ,0,1000,110,3,2
760,580000,Apartamento, Nova Suíça ,0,760,65,3,2
761,450000,Apartamento, Carlos Prates ,0,948,70,3,2
762,550000,Apartamento, Itapoã ,0,460,170,3,1
763,295000,Apartamento, Salgado Filho ,0,194,66,2,1
764,340000,Apartamento, Nova Suíça ,0,770,65,2,1
765,450000,Casa, Juliana ,0,95,79,3,2
766,450000,Apartamento, Serra ,0,530,112,3,2
767,700000,Apartamento, Pompéia ,0,442,207,3,2
768,680000,Casa, Concórdia ,0,1,300,3,4
769,475000,Apartamento, Ouro Preto ,0,500,110,3,2
770,499000,Apartamento, União ,0,284,72,2,2
771,695000,Apartamento, Santo André ,0,367,200,3,2
772,500000,Apartamento, Prado ,0,418,72,2,1
773,780000,Apartamento, Buritis ,0,743,200,3,2
774,340000,Apartamento, Padre Eustáquio ,0,730,78,3,2
775,549000,Apartamento, Cinquentenario ,0,854,60,2,2
776,430000,Apartamento, Nova Suíça ,0,300,100,3,1
777,578000,Apartamento, Castelo ,0,549,85,3,2
778,560000,Apartamento, Nova Suíça ,0,988,80,3,2
779,270000,Apartamento, Piratininga ,0,290,76,3,1
780,180000,Apartamento, Vila São Gabriel ,0,278,49,2,1
781,310000,Apartamento, Ana Lúcia ,0,218,51,2,1
782,570000,Apartamento, Sagrada Família ,0,811,132,3,2
783,645000,Apartamento, Buritis ,0,892,120,4,2
784,519000,Apartamento, Manacás ,0,297,63,2,2
785,418000,Apartamento, Nova Granada ,0,557,75,3,1
786,475000,Apartamento, Jardim Atlântico ,0,634,120,3,1
788,490000,Apartamento, Horto ,0,749,59,2,2
789,570000,Apartamento, Santa Efigênia ,0,415,80,2,2
790,830000,Apartamento, Cidade Nova ,0,846,321,5,4
791,500000,Apartamento, São Pedro ,0,498,100,3,1
792,850000,Apartamento, Buritis ,0,949,83,3,2
793,480000,Apartamento, Ipiranga ,0,560,90,3,1
794,300000,Apartamento, Ouro Preto ,0,341,70,3,1
795,630000,Casa em condomínio, Jardim America ,0,250,122,3,1
796,950000,Apartamento, Castelo ,0,1073,90,3,2
797,210000,Apartamento, Lagoinha ,0,450,65,2,0
798,466500,Apartamento, Alto Caiçaras ,0,559,92,3,1
799,600000,Apartamento, Coracao de Jesus ,0,690,80,2,1
800,400000,Apartamento, Ouro Preto ,0,340,92,2,1
801,420000,Apartamento, Palmares ,0,307,89,2,1
802,450000,Apartamento, Sion ,0,600,60,2,1
804,400000,Apartamento, Ana Lúcia ,0,920,104,2,1
805,490000,Apartamento, Santo Antônio ,0,832,85,3,1
806,490000,Apartamento, Serra ,0,595,127,3,1
807,285000,Apartamento, Planalto ,0,459,53,2,1
808,480000,Apartamento, Nova Vista ,0,420,88,3,2
809,959800,Apartamento, Santo Agostinho ,0,1116,60,2,2
810,360000,Casa, Santa Monica ,0,80,70,2,1
811,690000,Apartamento, Paquetá ,0,729,88,3,2
812,820000,Apartamento, Cruzeiro ,0,650,63,2,2
813,390000,Apartamento, 36 - Brasil,0,280,70,3,1
814,600000,Apartamento, Castelo ,0,527,85,3,2
815,390000,Apartamento, Salgado Filho ,0,533,60,2,1
816,150000,Apartamento, São Cristóvão ,0,0,50,3,0
817,380000,Apartamento, Alto Barroca ,0,306,93,3,1
818,250000,Apartamento, Itapoã ,0,230,60,2,1
819,459000,Apartamento, Santa Amelia ,0,503,90,3,2
820,250000,Apartamento, Maria Helena ,0,291,60,2,1
821,330000,Apartamento, Jardim Guanabara ,0,610,55,2,1
822,530000,Apartamento, Nova Granada ,0,517,200,3,2
823,520000,Apartamento, Serra ,0,676,40,1,1
824,570000,Apartamento, Diamante ,0,341,123,3,2
825,725000,Apartamento, Padre Eustáquio ,0,518,92,3,2
826,450000,Apartamento, Carlos Prates ,0,938,70,3,2
827,250000,Casa, Piratininga ,0,95,65,2,1
828,600000,Apartamento, São Lucas ,0,363,133,3,1
829,445000,Casa, Santa Branca ,0,141,90,2,1
830,650000,Apartamento, Sagrada Família ,0,955,92,3,1
831,375000,Apartamento, Planalto ,0,769,85,3,2
832,743000,Casa, Concórdia ,0,170,400,3,6
833,365000,Apartamento, São Lucas ,0,685,70,2,1
834,425000,Apartamento, Fernão Dias ,0,425,84,3,2
835,510000,Apartamento, São Pedro ,0,528,103,3,1
836,580000,Apartamento, Gutierrez ,0,703,110,3,1
837,590000,Apartamento, Coração Eucarístico ,0,1067,75,3,2
838,695000,Apartamento, Gutierrez ,0,690,105,3,1
839,181000,Apartamento, São Gabriel ,0,388,44,2,1
840,400000,Apartamento, Horto ,0,375,93,3,1
841,280000,Apartamento, Indaiá ,0,380,70,2,1
842,446000,Apartamento, Graça ,0,627,55,2,1
843,840000,Apartamento, Lourdes ,0,982,67,2,1
844,660000,Casa, Ouro Preto ,0,160,161,3,3
845,734000,Apartamento, Padre Eustáquio ,0,675,78,3,2
846,220000,Apartamento, Santa Terezinha ,0,512,60,2,0
847,230000,Apartamento, Santa Branca ,0,269,55,2,1
848,450000,Apartamento, Cidade Nova ,0,473,125,3,2
849,500000,Apartamento, Cachoeirinha ,0,366,110,3,1
850,395000,Apartamento, Estoril ,0,300,79,3,0
851,440000,Apartamento, Nova Suíça ,0,534,87,3,1
852,500000,Apartamento, Castelo ,0,573,90,2,2
853,380000,Apartamento, Nova Suíça ,0,434,85,2,2
854,650000,Apartamento, Santa Mônica ,0,492,110,3,2
855,810000,Apartamento, Mangabeiras ,0,786,110,4,1
856,530000,Apartamento, União ,0,583,91,3,3
857,530000,Apartamento, Buritis ,0,584,160,3,2
858,1046000,Apartamento, Santo Agostinho ,0,1116,67,2,2
859,520000,Apartamento, Ipiranga ,0,712,69,2,1
860,925000,Apartamento, Grajaú ,0,1100,110,3,2
861,460000,Apartamento, Colégio Batista ,0,559,70,2,1
862,750000,Apartamento, Barroca ,0,542,90,3,2
863,930000,Apartamento, Horto Florestal ,0,1100,170,4,3
864,245000,Apartamento, Milionários (barreiro) ,0,220,68,3,1
865,580000,Apartamento, Cruzeiro ,0,601,98,3,1
866,290000,Apartamento, Calafate ,0,274,64,3,1
867,480000,Apartamento, Castelo ,0,537,70,2,2
868,350000,Casa, São Bernardo ,0,32,90,2,1
869,450000,Casa, Pindorama ,0,129,140,3,2
870,460000,Casa, Renascença ,0,100,100,2,2
871,450000,Apartamento, Ouro Preto ,0,375,56,2,1
872,480000,Apartamento, Estoril ,0,417,100,3,2
873,550000,Casa, Ipiranga ,0,0,90,2,1
874,360000,Casa, Tupi ,0,25,100,3,0
875,625000,Apartamento, Sagrada Família ,0,584,89,3,2
876,470000,Apartamento, Grajaú ,0,725,100,3,1
877,310000,Apartamento, Palmeiras ,0,404,70,2,1
878,350000,Apartamento, Maria Virgínia ,0,586,94,2,1
879,340000,Apartamento, Alto dos Pinheiros ,0,260,84,3,1
880,289000,Apartamento, Heliópolis ,0,429,60,3,1
881,490000,Apartamento, Ouro Preto ,0,529,133,3,2
882,340000,Apartamento, Renascença ,0,300,85,2,0
883,490000,Apartamento, Castelo ,0,580,58,2,2
884,430000,Apartamento, Dom Bosco ,0,625,72,3,2
885,495000,Apartamento, Itapoã ,0,478,85,3,2
886,600000,Apartamento, Ouro Preto ,0,679,60,2,1
887,239000,Apartamento, Heliópolis ,0,120,60,2,1
888,550000,Apartamento, Dona Clara ,0,530,100,3,1
889,650000,Apartamento, Caiçaras ,0,550,144,3,2
890,695000,Apartamento, Buritis ,0,905,61,2,2
891,285000,Apartamento, Ipiranga ,0,700,67,2,1
892,470000,Apartamento, Fernão Dias ,0,501,120,2,2
893,630000,Apartamento, Dona Clara ,0,604,85,3,2
894,790000,Apartamento, Buritis ,0,817,117,3,2
895,490000,Apartamento, Itapoã ,0,797,63,2,2
896,470000,Apartamento, Dona Clara ,0,255,57,2,2
897,495000,Apartamento, Silveira ,0,568,110,3,3
898,399000,Apartamento, Estrela Dalva ,0,375,111,2,1
899,360000,Apartamento, Sagrada Família ,0,250,37,1,2
900,498000,Apartamento, Nova Vista ,0,922,100,3,1
901,575000,Apartamento, Coracao de Jesus ,0,662,95,3,2
902,470000,Apartamento, Betânia ,0,683,55,2,1
903,695000,Apartamento, Gutierrez ,0,685,136,4,1
904,470000,Apartamento, Centro ,0,569,37,1,1
905,700000,Apartamento, Alto Caiçaras ,0,242,140,3,2
906,260000,Apartamento, São Tomaz ,0,382,76,2,1
907,360000,Apartamento, Serra ,0,250,101,3,0
908,390000,Casa, Candelária ,0,120,100,2,3
909,362000,Apartamento, Caiçaras ,0,420,65,2,1
910,550000,Apartamento, Serra ,0,313,98,2,1
911,275000,Apartamento, Camargos ,0,467,48,2,1
912,470000,Apartamento, Centro ,0,569,37,1,1
913,700000,Apartamento, Alto Caiçaras ,0,242,140,3,2
914,370000,Apartamento, Vila Cloris ,0,410,63,2,1
915,360000,Apartamento, Serra ,0,250,101,3,0
916,390000,Casa, Candelária ,0,120,100,2,3
917,362000,Apartamento, Caiçaras ,0,420,65,2,1
918,550000,Apartamento, Serra ,0,313,98,2,1
919,275000,Apartamento, Camargos ,0,467,48,2,1
920,450000,Apartamento, Concórdia ,0,445,100,3,2
921,277000,Apartamento, João Pinheiro ,0,278,60,2,1
922,680000,Apartamento, Coracao de Jesus ,0,1337,52,1,1
923,470000,Apartamento, Diamante ,0,1500,120,3,2
924,250000,Apartamento, Ipiranga ,0,900,20,1,0
925,690000,Apartamento, Serrano ,0,420,167,4,1
926,450000,Apartamento, Caiçaras ,0,323,103,3,1
927,780000,Apartamento, Graça ,0,1168,73,3,2
928,270000,Apartamento, Camargos ,0,525,60,2,1
929,280000,Apartamento, Renascença ,0,250,90,2,0
930,489900,Apartamento, Betânia ,0,807,54,2,1
931,650000,Apartamento, Santo Antônio ,0,670,130,4,2
932,610000,Apartamento, Serra ,0,417,117,3,1
933,499000,Casa, Vila Jardim Leblon ,0,30,125,2,2
934,455000,Apartamento, União ,0,200,85,3,2
935,390000,Apartamento, Ouro Preto ,0,400,60,2,2
936,750000,Apartamento, Graça ,0,959,74,3,2
937,610000,Apartamento, Serra ,0,417,117,3,1
938,499000,Casa, Vila Jardim Leblon ,0,30,125,2,2
939,455000,Apartamento, União ,0,200,85,3,2
940,390000,Apartamento, Ouro Preto ,0,400,60,2,2
941,230000,Apartamento, Piratininga (venda Nova) ,0,340,60,3,1
942,489900,Apartamento, Candelária ,0,217,126,3,2
943,425000,Apartamento, Darcy Vargas ,0,260,98,2,2
944,260000,Apartamento, Santa Amélia ,0,425,49,2,1
945,460000,Apartamento, Boa Vista ,0,457,120,2,1
946,490000,Apartamento, Estrela Dalva ,0,393,144,2,1
949,470000,Apartamento, Graça ,0,578,60,2,1
950,650000,Apartamento, Santa Ines ,0,1051,110,3,2
951,370000,Apartamento, Carlos Prates ,0,290,69,2,1
952,750000,Apartamento, Estoril ,0,867,80,3,2
953,750000,Apartamento, Sagrada Família ,0,1145,105,3,4
954,330000,Apartamento, Lagoinha ,0,324,109,2,0
955,660000,Apartamento, Buritis ,0,625,68,2,1
956,500000,Apartamento, Luxemburgo ,0,760,130,3,1
957,250000,Apartamento, Lagoinha ,0,400,60,2,1
958,390000,Casa, Piratininga ,0,33,120,2,2
959,470000,Apartamento, Serra ,0,883,110,3,1
960,660000,Apartamento, Buritis ,0,625,68,2,1
961,500000,Apartamento, Luxemburgo ,0,760,130,3,1
962,250000,Apartamento, Lagoinha ,0,400,60,2,1
963,390000,Casa, Piratininga ,0,33,120,2,2
964,412000,Apartamento, Manacás ,0,278,62,2,1
965,290000,Apartamento, Vila Cloris ,0,160,60,2,1
966,550000,Apartamento, Ouro Preto ,0,614,67,2,1
967,480000,Apartamento, Concórdia ,0,321,110,3,2
968,470000,Apartamento, Centro ,0,571,37,1,1
969,320000,Casa, Vila Copacabana ,0,34,53,2,1
970,695000,Casa, Inconfidência ,0,170,360,3,2
971,200000,Apartamento, Frei Leopoldo ,0,225,60,2,1
